searchedName,usageKey,canonicalName,formattedName,rank,family,family_key,genus,genus_key,species,species_key,confidence,matchType,searched_sp,matched_sp,scientificName,first_of_searched,first_of_binomial,first_of_canonical
Allium sharsmithiae,2856376,Allium sharsmithiae,<i>Allium</i> <i>sharsmithiae</i> (Ownbey & Aase ex Traub) McNeal,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium sharsmithiae,2856376.0,99,EXACT,2,2,Allium sharsmithiae,Allium,Allium,Allium
Physalis hederifolia palmeri,7422372,Physalis hederifolia palmeri,<i>Physalis</i> <i>hederifolia</i> var. <i>palmeri</i> (A.Gray) C.L.Hitchc.,VARIETY,Solanaceae,7717.0,Physalis,2928907.0,Physalis hederifolia,5341807.0,87,EXACT,3,3,Physalis hederifolia palmeri,Physalis,Physalis,Physalis
Rubus satis,2994785,Rubus satis,<i>Rubus</i> <i>satis</i> L.H.Bailey,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus ithacanus,2994784.0,100,EXACT,2,2,Rubus satis,Rubus,Rubus,Rubus
Quercus rubra rubra,7968447,Quercus rubra rubra,<i>Quercus</i> <i>rubra</i> var. <i>rubra</i>,VARIETY,Fagaceae,4689.0,Quercus,2877951.0,Quercus rubra,2880539.0,88,EXACT,3,3,Quercus rubra rubra,Quercus,Quercus,Quercus
Amelanchier × lamarckii,3024109,Amelanchier lamarckii,<i>Amelanchier</i> × <i>lamarckii</i> F.G.Schroed.,SPECIES,Rosaceae,5015.0,Amelanchier,3023817.0,Amelanchier lamarckii,3024109.0,100,EXACT,3,2,Amelanchier lamarckii,Amelanchier,Amelanchier,Amelanchier
Quercus rubra ambigua,2880559,Quercus rubra ambigua,"<i>Quercus</i> <i>rubra</i> var. <i>ambigua</i> Houba, 1887",VARIETY,Fagaceae,4689.0,Quercus,2877951.0,Quercus rubra,2880539.0,85,EXACT,3,3,Quercus rubra ambigua,Quercus,Quercus,Quercus
Cirsium serrulatum,8046394,Cirsium serrulatum,"<i>Cirsium</i> <i>serrulatum</i> M.Bieb., 1819",SPECIES,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium serrulatum,8046394.0,99,EXACT,2,2,Cirsium serrulatum,Cirsium,Cirsium,Cirsium
Viola lanaiensis,5331187,Viola lanaiensis,<i>Viola</i> <i>lanaiensis</i> W.Becker,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola lanaiensis,5331187.0,100,EXACT,2,2,Viola lanaiensis,Viola,Viola,Viola
Oxalis oregana,8017574,Oxalis oregana,<i>Oxalis</i> <i>oregana</i> Nutt. ex Torr. & A.Gray,SPECIES,Oxalidaceae,6697.0,Oxalis,2891642.0,Oxalis oregana,8017574.0,99,EXACT,2,2,Oxalis oregana,Oxalis,Oxalis,Oxalis
Yucca filamentosa,2775561,Yucca filamentosa,<i>Yucca</i> <i>filamentosa</i> L.,SPECIES,Asparagaceae,7683.0,Yucca,2775496.0,Yucca filamentosa,2775561.0,99,EXACT,2,2,Yucca filamentosa,Yucca,Yucca,Yucca
Pinus strobiformis,5285004,Pinus strobiformis,<i>Pinus</i> <i>strobiformis</i> Engelm.,SPECIES,Pinaceae,3925.0,Pinus,2684241.0,Pinus strobiformis,5285004.0,100,EXACT,2,2,Pinus strobiformis,Pinus,Pinus,Pinus
Allium nevii,2855922,Allium nevii,<i>Allium</i> <i>nevii</i> S.Watson,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium nevii,2855922.0,100,EXACT,2,2,Allium nevii,Allium,Allium,Allium
Crataegus pruinosa,7790552,Crataegus pruinosa,<i>Crataegus</i> <i>pruinosa</i> H.L.Wendl.,SPECIES,Rosaceae,5015.0,Crataegus,3013395.0,Crataegus pruinosa,7790552.0,99,EXACT,2,2,Crataegus pruinosa,Crataegus,Crataegus,Crataegus
Cirsium brevifolium,3113356,Cirsium brevifolium,<i>Cirsium</i> <i>brevifolium</i> Nutt.,SPECIES,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium brevifolium,3113356.0,100,EXACT,2,2,Cirsium brevifolium,Cirsium,Cirsium,Cirsium
Allium cristophii,2856780,Allium cristophii,<i>Allium</i> <i>cristophii</i> Trautv.,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium cristophii,2856780.0,100,EXACT,2,2,Allium cristophii,Allium,Allium,Allium
Rubus ulmifolius anoplothyrsus,9524237,Rubus ulmifolius anoplothyrsus,<i>Rubus</i> <i>ulmifolius</i> var. <i>anoplothyrsus</i> Sudre,VARIETY,Rosaceae,5015.0,Rubus,2988638.0,Rubus ulmifolius,2996929.0,88,EXACT,3,3,Rubus ulmifolius anoplothyrsus,Rubus,Rubus,Rubus
Tragopogon mirus,5386951,Tragopogon mirus,<i>Tragopogon</i> × <i>mirus</i> Ownbey,SPECIES,Asteraceae,3065.0,Tragopogon,3092408.0,Tragopogon mirus,5386951.0,100,EXACT,2,2,Tragopogon mirus,Tragopogon,Tragopogon,Tragopogon
Oxalis exilis,3626311,Oxalis exilis,<i>Oxalis</i> <i>exilis</i> A.Cunn.,SPECIES,Oxalidaceae,6697.0,Oxalis,2891642.0,Oxalis exilis,3626311.0,100,EXACT,2,2,Oxalis exilis,Oxalis,Oxalis,Oxalis
Perideridia gairdneri borealis,3634197,Perideridia gairdneri borealis,<i>Perideridia</i> <i>gairdneri</i> subsp. <i>borealis</i> T.I.Chuang & Constance,SUBSPECIES,Apiaceae,6720.0,Perideridia,3034536.0,Perideridia gairdneri,3034543.0,88,EXACT,3,3,Perideridia gairdneri borealis,Perideridia,Perideridia,Perideridia
Rubus ictus,2995997,Rubus ictus,<i>Rubus</i> <i>ictus</i> L.H.Bailey,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus ictus,2995997.0,100,EXACT,2,2,Rubus ictus,Rubus,Rubus,Rubus
Pimpinella saxifraga saxifraga,7224271,Pimpinella saxifraga saxifraga,<i>Pimpinella</i> <i>saxifraga</i> subsp. <i>saxifraga</i>,SUBSPECIES,Apiaceae,6720.0,Pimpinella,3034784.0,Pimpinella saxifraga,7622278.0,85,EXACT,3,3,Pimpinella saxifraga saxifraga,Pimpinella,Pimpinella,Pimpinella
Viola hastata,5331331,Viola hastata,<i>Viola</i> <i>hastata</i> Michx.,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola hastata,5331331.0,100,EXACT,2,2,Viola hastata,Viola,Viola,Viola
Quercus × acutidens,2879060,Quercus acutidens,<i>Quercus</i> × <i>acutidens</i> Torr.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus acutidens,2879060.0,100,EXACT,3,2,Quercus acutidens,Quercus,Quercus,Quercus
Cirsium fontinale obispoense,4222723,Cirsium fontinale obispoense,<i>Cirsium</i> <i>fontinale</i> var. <i>obispoense</i> J.T.Howell,VARIETY,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium fontinale,3112638.0,88,EXACT,3,3,Cirsium fontinale obispoense,Cirsium,Cirsium,Cirsium
Suaeda linearis,6447662,Suaeda linearis,<i>Suaeda</i> <i>linearis</i> (Elliott) Moq.,SPECIES,Amaranthaceae,3064.0,Suaeda,7677792.0,Suaeda linearis,6447662.0,100,EXACT,2,2,Suaeda linearis,Suaeda,Suaeda,Suaeda
Oxalis purpurea,2891764,Oxalis purpurea,<i>Oxalis</i> <i>purpurea</i> L.,SPECIES,Oxalidaceae,6697.0,Oxalis,2891642.0,Oxalis purpurea,2891764.0,99,EXACT,2,2,Oxalis purpurea,Oxalis,Oxalis,Oxalis
Rorippa palustris fernaldiana,3053179,Rorippa palustris fernaldiana,<i>Rorippa</i> <i>palustris</i> subsp. <i>fernaldiana</i> (Butters & Abbe) Jonsell,SUBSPECIES,Brassicaceae,3112.0,Rorippa,3053118.0,Rorippa palustris,3053168.0,84,EXACT,3,3,Rorippa palustris fernaldiana,Rorippa,Rorippa,Rorippa
Allium simillimum,2856005,Allium simillimum,<i>Allium</i> <i>simillimum</i> L.F.Hend.,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium simillimum,2856005.0,100,EXACT,2,2,Allium simillimum,Allium,Allium,Allium
Rubus fulleri,3000177,Rubus fulleri,<i>Rubus</i> <i>fulleri</i> L.H.Bailey,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus wheeleri,3000174.0,100,EXACT,2,2,Rubus fulleri,Rubus,Rubus,Rubus
Ceanothus thyrsiflorus obispoensis,9650440,Ceanothus thyrsiflorus obispoensis,<i>Ceanothus</i> <i>thyrsiflorus</i> var. <i>obispoensis</i> D.O.Burge,VARIETY,Rhamnaceae,2407.0,Ceanothus,3039297.0,Ceanothus thyrsiflorus,3039379.0,88,EXACT,3,3,Ceanothus thyrsiflorus obispoensis,Ceanothus,Ceanothus,Ceanothus
Ribes nevadense,2986211,Ribes nevadense,<i>Ribes</i> <i>nevadense</i> Kellogg,SPECIES,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes nevadense,2986211.0,100,EXACT,2,2,Ribes nevadense,Ribes,Ribes,Ribes
Viburnum opulus,2888605,Viburnum opulus,<i>Viburnum</i> <i>opulus</i> L.,SPECIES,Viburnaceae,4924416.0,Viburnum,2888580.0,Viburnum opulus,2888605.0,100,EXACT,2,2,Viburnum opulus,Viburnum,Viburnum,Viburnum
Pinus contorta bolanderi,5285754,Pinus contorta bolanderi,<i>Pinus</i> <i>contorta</i> var. <i>bolanderi</i> (Parl.) Vasey,VARIETY,Pinaceae,3925.0,Pinus,2684241.0,Pinus contorta,5285750.0,84,EXACT,3,3,Pinus contorta bolanderi,Pinus,Pinus,Pinus
Oxalis hispidula,3626759,Oxalis hispidula,<i>Oxalis</i> <i>hispidula</i> Zucc.,SPECIES,Oxalidaceae,6697.0,Oxalis,2891642.0,Oxalis hispidula,3626759.0,100,EXACT,2,2,Oxalis hispidula,Oxalis,Oxalis,Oxalis
Silphium perfoliatum perfoliatum,7223120,Silphium perfoliatum perfoliatum,"<i>Silphium</i> <i>perfoliatum</i> var. <i>perfoliatum</i> Linnaeus, 1759",VARIETY,Asteraceae,3065.0,Silphium,3092563.0,Silphium perfoliatum,3092576.0,85,EXACT,3,3,Silphium perfoliatum perfoliatum,Silphium,Silphium,Silphium
Claytonia lanceolata sessilifolia,4023532,Claytonia lanceolata sessilifolia,<i>Claytonia</i> <i>lanceolata</i> var. <i>sessilifolia</i> (Torr.) A.Nelson,VARIETY,Montiaceae,4898338.0,Claytonia,3084729.0,Claytonia lanceolata,3084746.0,88,EXACT,3,3,Claytonia lanceolata sessilifolia,Claytonia,Claytonia,Claytonia
Cakile edentula lacustris,6392766,Cakile edentula lacustris,<i>Cakile</i> <i>edentula</i> var. <i>lacustris</i> Fernald,VARIETY,Brassicaceae,3112.0,Cakile,3048827.0,Cakile edentula,3048882.0,85,EXACT,3,3,Cakile edentula lacustris,Cakile,Cakile,Cakile
Allium ursinum,2857601,Allium ursinum,<i>Allium</i> <i>ursinum</i> L.,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium ursinum,2857601.0,100,EXACT,2,2,Allium ursinum,Allium,Allium,Allium
Oxalis albicans,2891711,Oxalis albicans,<i>Oxalis</i> <i>albicans</i> Kunth,SPECIES,Oxalidaceae,6697.0,Oxalis,2891642.0,Oxalis albicans,2891711.0,100,EXACT,2,2,Oxalis albicans,Oxalis,Oxalis,Oxalis
Solidago canadensis canadensis,7222647,Solidago canadensis canadensis,"<i>Solidago</i> <i>canadensis</i> var. <i>canadensis</i> Linnaeus, 1753",VARIETY,Asteraceae,3065.0,Solidago,5388868.0,Solidago canadensis,5389029.0,85,EXACT,3,3,Solidago canadensis canadensis,Solidago,Solidago,Solidago
Juniperus communis kelleyi,7723768,Juniperus communis kelleyi,<i>Juniperus</i> <i>communis</i> var. <i>kelleyi</i> R.P.Adams,VARIETY,Cupressaceae,8144.0,Juniperus,2684359.0,Juniperus communis,2684709.0,88,EXACT,3,3,Juniperus communis kelleyi,Juniperus,Juniperus,Juniperus
Allium falcifolium,2857472,Allium falcifolium,<i>Allium</i> <i>falcifolium</i> Hook. & Arn.,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium falcifolium,2857472.0,100,EXACT,2,2,Allium falcifolium,Allium,Allium,Allium
Sanicula graveolens,3034858,Sanicula graveolens,<i>Sanicula</i> <i>graveolens</i> Poepp. ex DC.,SPECIES,Apiaceae,6720.0,Sanicula,3034831.0,Sanicula graveolens,3034858.0,99,EXACT,2,2,Sanicula graveolens,Sanicula,Sanicula,Sanicula
Persicaria robustior,2889144,Persicaria robustior,<i>Persicaria</i> <i>robustior</i> (Small) E.P.Bicknell,SPECIES,Polygonaceae,2416.0,Persicaria,6390748.0,Persicaria robustior,2889144.0,100,EXACT,2,2,Persicaria robustior,Persicaria,Persicaria,Persicaria
Quercus similis,2879830,Quercus similis,<i>Quercus</i> <i>similis</i> Ashe,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus similis,2879830.0,100,EXACT,2,2,Quercus similis,Quercus,Quercus,Quercus
Viola pinetorum pinetorum,7095969,Viola pinetorum pinetorum,<i>Viola</i> <i>pinetorum</i> var. <i>pinetorum</i>,VARIETY,Violaceae,6631.0,Viola,2874237.0,Viola pinetorum,5331223.0,85,EXACT,3,3,Viola pinetorum pinetorum,Viola,Viola,Viola
Hemerocallis fulva kwanso,2781077,Hemerocallis fulva kwanso,<i>Hemerocallis</i> <i>fulva</i> f. <i>kwanso</i> (Regel) Kitam.,FORM,Asphodelaceae,4259209.0,Hemerocallis,9557223.0,Hemerocallis fulva,2781074.0,84,EXACT,3,3,Hemerocallis fulva kwanso,Hemerocallis,Hemerocallis,Hemerocallis
Urtica dioica sondenii,5670458,Urtica dioica sondenii,<i>Urtica</i> <i>dioica</i> subsp. <i>sondenii</i> (Simmons) Hyl.,SUBSPECIES,Urticaceae,6639.0,Urtica,2984391.0,Urtica dioica,7960979.0,85,EXACT,3,3,Urtica dioica sondenii,Urtica,Urtica,Urtica
Oxalis × vanaelstii,11143727,Oxalis vanaelstii,"<i>Oxalis</i> × <i>vanaelstii</i> Hoste, Meeus & Groom",SPECIES,Oxalidaceae,6697.0,Oxalis,2891642.0,Oxalis vanaelstii,11143727.0,100,EXACT,3,2,Oxalis vanaelstii,Oxalis,Oxalis,Oxalis
Carya glabra glabra,7096646,Carya glabra glabra,<i>Carya</i> <i>glabra</i> var. <i>glabra</i>,VARIETY,Juglandaceae,2499.0,Carya,3054287.0,Carya glabra,3054325.0,88,EXACT,3,3,Carya glabra glabra,Carya,Carya,Carya
Lomatium foeniculaceum daucifolium,6423486,Lomatium foeniculaceum daucifolium,<i>Lomatium</i> <i>foeniculaceum</i> subsp. <i>daucifolium</i> (Torr. & A.Gray) W.L.Theob.,SUBSPECIES,Apiaceae,6720.0,Lomatium,8394726.0,Lomatium foeniculaceum,3034267.0,85,EXACT,3,3,Lomatium foeniculaceum daucifolium,Lomatium,Lomatium,Lomatium
Stellaria porsildii,5384678,Stellaria porsildii,<i>Stellaria</i> <i>porsildii</i> C.C.Chinnappa,SPECIES,Caryophyllaceae,2518.0,Stellaria,3085667.0,Stellaria porsildii,5384678.0,100,EXACT,2,2,Stellaria porsildii,Stellaria,Stellaria,Stellaria
Foeniculum vulgare vulgare,7224221,Foeniculum vulgare vulgare,<i>Foeniculum</i> <i>vulgare</i> subsp. <i>vulgare</i>,SUBSPECIES,Apiaceae,6720.0,Foeniculum,10704390.0,Foeniculum vulgare,3034922.0,85,EXACT,3,3,Foeniculum vulgare vulgare,Foeniculum,Foeniculum,Foeniculum
Rubus ithacanus,2994784,Rubus ithacanus,<i>Rubus</i> <i>ithacanus</i> L.H.Bailey,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus ithacanus,2994784.0,100,EXACT,2,2,Rubus ithacanus,Rubus,Rubus,Rubus
Erythronium albidum,2752906,Erythronium albidum,<i>Erythronium</i> <i>albidum</i> Nutt.,SPECIES,Liliaceae,7699.0,Erythronium,2740136.0,Erythronium albidum,2752906.0,100,EXACT,2,2,Erythronium albidum,Erythronium,Erythronium,Erythronium
Oxalis corniculata,8427624,Oxalis corniculata,<i>Oxalis</i> <i>corniculata</i> L.,SPECIES,Oxalidaceae,6697.0,Oxalis,2891642.0,Oxalis corniculata,8427624.0,100,EXACT,2,2,Oxalis corniculata,Oxalis,Oxalis,Oxalis
Yucca elata,2775775,Yucca elata,<i>Yucca</i> <i>elata</i> (Engelm.) Engelm.,SPECIES,Asparagaceae,7683.0,Yucca,2775496.0,Yucca elata,2775775.0,100,EXACT,2,2,Yucca elata,Yucca,Yucca,Yucca
Viola communis,5663261,Viola communis,<i>Viola</i> <i>communis</i> Pollard,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola communis,5663261.0,100,EXACT,2,2,Viola communis,Viola,Viola,Viola
Salicornia depressa,5383963,Salicornia depressa,<i>Salicornia</i> <i>depressa</i> Standl.,SPECIES,Amaranthaceae,3064.0,Salicornia,3083796.0,Salicornia virginica,8028759.0,100,EXACT,2,2,Salicornia depressa,Salicornia,Salicornia,Salicornia
Viola praemorsa,7884309,Viola praemorsa,<i>Viola</i> <i>praemorsa</i> Douglas,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola praemorsa,7884309.0,99,EXACT,2,2,Viola praemorsa,Viola,Viola,Viola
Rumex densiflorus,2888957,Rumex densiflorus,<i>Rumex</i> <i>densiflorus</i> Osterh.,SPECIES,Polygonaceae,2416.0,Rumex,2888942.0,Rumex densiflorus,2888957.0,100,EXACT,2,2,Rumex densiflorus,Rumex,Rumex,Rumex
