searchedName,usageKey,canonicalName,formattedName,rank,family,family_key,genus,genus_key,species,species_key,confidence,matchType,searched_sp,matched_sp,scientificName,first_of_searched,first_of_binomial,first_of_canonical
Acer rubrum trilobum,4272376,Acer rubrum trilobum,<i>Acer</i> <i>rubrum</i> var. <i>trilobum</i> Torr. & A.Gray ex K.Koch,VARIETY,Sapindaceae,6657.0,Acer,3189834.0,Acer rubrum,3189883.0,85,EXACT,3,3,Acer rubrum trilobum,Acer,Acer,Acer
Tradescantia tharpii,2765246,Tradescantia tharpii,<i>Tradescantia</i> <i>tharpii</i> E.S.Anderson & Woodson,SPECIES,Commelinaceae,2763195.0,Tradescantia,2765096.0,Tradescantia tharpii,2765246.0,100,EXACT,2,2,Tradescantia tharpii,Tradescantia,Tradescantia,Tradescantia
Linum berlandieri filifolium,4048700,Linum berlandieri filifolium,<i>Linum</i> <i>berlandieri</i> var. <i>filifolium</i> (Shinners) C.M.Rogers,VARIETY,Linaceae,2493.0,Linum,2873855.0,Linum berlandieri,2873932.0,88,EXACT,3,3,Linum berlandieri filifolium,Linum,Linum,Linum
Viola calcicola,7392062,Viola calcicola,<i>Viola</i> <i>calcicola</i> R.A.Mc Cauley & H.E.Ballard,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola calcicola,7392062.0,100,EXACT,2,2,Viola calcicola,Viola,Viola,Viola
Viburnum × bodnantense,3857539,Viburnum bodnantense,<i>Viburnum</i> × <i>bodnantense</i> Aberc. ex Stearn,SPECIES,Viburnaceae,4924416.0,Viburnum,2888580.0,Viburnum bodnantense,3857539.0,99,EXACT,3,2,Viburnum bodnantense,Viburnum,Viburnum,Viburnum
Vaccinium ovatum,2882838,Vaccinium ovatum,<i>Vaccinium</i> <i>ovatum</i> Pursh,SPECIES,Ericaceae,2505.0,Vaccinium,2882813.0,Vaccinium ovatum,2882838.0,100,EXACT,2,2,Vaccinium ovatum,Vaccinium,Vaccinium,Vaccinium
Ribes aureum,2986111,Ribes aureum,<i>Ribes</i> <i>aureum</i> Pursh,SPECIES,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes aureum,2986111.0,99,EXACT,2,2,Ribes aureum,Ribes,Ribes,Ribes
Ribes bracteosum,2986193,Ribes bracteosum,<i>Ribes</i> <i>bracteosum</i> Douglas ex Hook.,SPECIES,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes bracteosum,2986193.0,99,EXACT,2,2,Ribes bracteosum,Ribes,Ribes,Ribes
Oxalis brasiliensis,10905755,Oxalis brasiliensis,<i>Oxalis</i> <i>brasiliensis</i> G.Lodd. ex Hildebr.,SPECIES,Oxalidaceae,6697.0,Oxalis,2891642.0,Oxalis brasiliensis,10905755.0,99,EXACT,2,2,Oxalis brasiliensis,Oxalis,Oxalis,Oxalis
Primula fassettii,5640613,Primula fassettii,<i>Primula</i> <i>fassettii</i> A.R.Mast & Reveal,SPECIES,Primulaceae,6674.0,Dodecatheon,7597718.0,Dodecatheon amethystinum,3169261.0,100,EXACT,2,2,Primula fassettii,Primula,Primula,Primula
Dalea candida oligophylla,5353281,Dalea candida oligophylla,<i>Dalea</i> <i>candida</i> var. <i>oligophylla</i> (Torr.) Shinners,VARIETY,Fabaceae,5386.0,Dalea,2954771.0,Dalea candida,5353279.0,88,EXACT,3,3,Dalea candida oligophylla,Dalea,Dalea,Dalea
Phlox pilosa fulgida,6394543,Phlox pilosa fulgida,<i>Phlox</i> <i>pilosa</i> subsp. <i>fulgida</i> (Wherry) Wherry,SUBSPECIES,Polemoniaceae,6648.0,Phlox,2927698.0,Phlox pilosa,2927734.0,85,EXACT,3,3,Phlox pilosa fulgida,Phlox,Phlox,Phlox
Monarda brevis,11082785,Monarda brevis,<i>Monarda</i> <i>brevis</i> (Fosberg & Artz) Floden,SPECIES,Lamiaceae,2497.0,Monarda,2926838.0,Monarda brevis,11082785.0,100,EXACT,2,2,Monarda brevis,Monarda,Monarda,Monarda
Honckenya peploides peploides,7219308,Honckenya peploides peploides,<i>Honckenya</i> <i>peploides</i> subsp. <i>peploides</i>,SUBSPECIES,Caryophyllaceae,2518.0,Honckenya,3085775.0,Honckenya peploides,3085776.0,85,EXACT,3,3,Honckenya peploides peploides,Honckenya,Honckenya,Honckenya
Cirsium pumilum,3112698,Cirsium pumilum,<i>Cirsium</i> <i>pumilum</i> (Nutt.) Spreng.,SPECIES,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium pumilum,3112698.0,100,EXACT,2,2,Cirsium pumilum,Cirsium,Cirsium,Cirsium
Viola nephrophylla,5331283,Viola nephrophylla,<i>Viola</i> <i>nephrophylla</i> Greene,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola nephrophylla,5331283.0,100,EXACT,2,2,Viola nephrophylla,Viola,Viola,Viola
Allium howellii howellii,2856789,Allium howellii howellii,<i>Allium</i> <i>howellii</i> var. <i>howellii</i>,VARIETY,Amaryllidaceae,7682.0,Allium,9624496.0,Allium howellii,2856788.0,88,EXACT,3,3,Allium howellii howellii,Allium,Allium,Allium
Quercus texana,2878115,Quercus texana,<i>Quercus</i> <i>texana</i> Buckley,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus texana,2878115.0,99,EXACT,2,2,Quercus texana,Quercus,Quercus,Quercus
Allium cuthbertii,2856669,Allium cuthbertii,<i>Allium</i> <i>cuthbertii</i> Small,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium cuthbertii,2856669.0,100,EXACT,2,2,Allium cuthbertii,Allium,Allium,Allium
Rubus meracus,2993031,Rubus meracus,<i>Rubus</i> <i>meracus</i> L.H.Bailey,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus meracus,2993031.0,100,EXACT,2,2,Rubus meracus,Rubus,Rubus,Rubus
Pinus ponderosa,5285053,Pinus ponderosa,<i>Pinus</i> <i>ponderosa</i> Douglas ex C.Lawson,SPECIES,Pinaceae,3925.0,Pinus,2684241.0,Pinus ponderosa,5285053.0,99,EXACT,2,2,Pinus ponderosa,Pinus,Pinus,Pinus
Amelanchier alnifolia,8168485,Amelanchier alnifolia,<i>Amelanchier</i> <i>alnifolia</i> (Nutt.) Nutt.,SPECIES,Rosaceae,5015.0,Amelanchier,3023817.0,Amelanchier alnifolia,8168485.0,99,EXACT,2,2,Amelanchier alnifolia,Amelanchier,Amelanchier,Amelanchier
Camassia leichtlinii,2769069,Camassia leichtlinii,<i>Camassia</i> <i>leichtlinii</i> (Baker) S.Watson,SPECIES,Asparagaceae,7683.0,Camassia,2769068.0,Camassia leichtlinii,2769069.0,100,EXACT,2,2,Camassia leichtlinii,Camassia,Camassia,Camassia
Viola eriocarpa,7133268,Viola eriocarpa,<i>Viola</i> <i>eriocarpa</i> (Nutt.) Schwein.,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola eriocarpa,7133268.0,100,EXACT,2,2,Viola eriocarpa,Viola,Viola,Viola
Mutarda nigra,3042667,Mutarda nigra,<i>Mutarda</i> <i>nigra</i> (L.) Bernh.,SPECIES,Brassicaceae,3112.0,Brassica,3042506.0,Brassica nigra,3042658.0,100,EXACT,2,2,Mutarda nigra,Mutarda,Mutarda,Mutarda
Mentha canadensis,2927198,Mentha canadensis,<i>Mentha</i> <i>canadensis</i> L.,SPECIES,Lamiaceae,2497.0,Mentha,2927173.0,Mentha canadensis,2927198.0,99,EXACT,2,2,Mentha canadensis,Mentha,Mentha,Mentha
Youngia thunbergiana,5387983,Youngia thunbergiana,<i>Youngia</i> <i>thunbergiana</i> DC.,SPECIES,Asteraceae,3065.0,Youngia,3095748.0,Youngia japonica,5387974.0,100,EXACT,2,2,Youngia thunbergiana,Youngia,Youngia,Youngia
Quercus robur,2878688,Quercus robur,<i>Quercus</i> <i>robur</i> L.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus robur,2878688.0,99,EXACT,2,2,Quercus robur,Quercus,Quercus,Quercus
Rumex paucifolius,2889007,Rumex paucifolius,<i>Rumex</i> <i>paucifolius</i> Nutt.,SPECIES,Polygonaceae,2416.0,Rumex,2888942.0,Rumex paucifolius,2889007.0,99,EXACT,2,2,Rumex paucifolius,Rumex,Rumex,Rumex
Claytonia peirsonii yorkii,9479327,Claytonia peirsonii yorkii,<i>Claytonia</i> <i>peirsonii</i> subsp. <i>yorkii</i> Stoughton,SUBSPECIES,Montiaceae,4898338.0,Claytonia,3084729.0,Claytonia peirsonii,9479365.0,88,EXACT,3,3,Claytonia peirsonii yorkii,Claytonia,Claytonia,Claytonia
Fallopia baldschuanica,5334351,Fallopia baldschuanica,<i>Fallopia</i> <i>baldschuanica</i> (Regel) Holub,SPECIES,Polygonaceae,2416.0,Fallopia,2889418.0,Fallopia baldschuanica,5334351.0,100,EXACT,2,2,Fallopia baldschuanica,Fallopia,Fallopia,Fallopia
Claytonia lanceolata lanceolata,7619180,Claytonia lanceolata lanceolata,<i>Claytonia</i> <i>lanceolata</i> subsp. <i>lanceolata</i>,SUBSPECIES,Montiaceae,4898338.0,Claytonia,3084729.0,Claytonia lanceolata,3084746.0,84,EXACT,3,3,Claytonia lanceolata lanceolata,Claytonia,Claytonia,Claytonia
Galium aparine aparine,7474788,Galium aparine aparine,<i>Galium</i> <i>aparine</i> var. <i>aparine</i>,VARIETY,Rubiaceae,8798.0,Galium,2913027.0,Galium aparine,2913548.0,85,EXACT,3,3,Galium aparine aparine,Galium,Galium,Galium
Quercus × brittonii,2880790,Quercus brittonii,<i>Quercus</i> × <i>brittonii</i> W.T.Davis,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus brittonii,2880790.0,100,EXACT,3,2,Quercus brittonii,Quercus,Quercus,Quercus
Ribes fasciculatum,7334992,Ribes fasciculatum,<i>Ribes</i> <i>fasciculatum</i> Siebold & Zucc.,SPECIES,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes fasciculatum,7334992.0,100,EXACT,2,2,Ribes fasciculatum,Ribes,Ribes,Ribes
Viola septentrionalis septentrionalis,7133542,Viola septentrionalis septentrionalis,<i>Viola</i> <i>septentrionalis</i> var. <i>septentrionalis</i>,VARIETY,Violaceae,6631.0,Viola,2874237.0,Viola septentrionalis,5331239.0,84,EXACT,3,3,Viola septentrionalis septentrionalis,Viola,Viola,Viola
Rubus furtivus,2994145,Rubus furtivus,<i>Rubus</i> × <i>furtivus</i> L.H.Bailey,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus permixtus,2988890.0,100,EXACT,2,2,Rubus furtivus,Rubus,Rubus,Rubus
Phytolacca americana rigida,4192782,Phytolacca americana rigida,<i>Phytolacca</i> <i>americana</i> var. <i>rigida</i> (Small) Caulkins & R.E.Wyatt,VARIETY,Phytolaccaceae,2516.0,Phytolacca,3084013.0,Phytolacca americana,3084015.0,88,EXACT,3,3,Phytolacca americana rigida,Phytolacca,Phytolacca,Phytolacca
Yucca reverchonii,2775785,Yucca reverchonii,<i>Yucca</i> <i>reverchonii</i> Trel.,SPECIES,Asparagaceae,7683.0,Yucca,2775496.0,Yucca reverchonii,2775785.0,100,EXACT,2,2,Yucca reverchonii,Yucca,Yucca,Yucca
Descurainia pinnata brachycarpa,6306553,Descurainia pinnata brachycarpa,<i>Descurainia</i> <i>pinnata</i> var. <i>brachycarpa</i> (Richardson) Fernald,VARIETY,Brassicaceae,3112.0,Descurainia,3044104.0,Descurainia pinnata,3044133.0,88,EXACT,3,3,Descurainia pinnata brachycarpa,Descurainia,Descurainia,Descurainia
Quercus havardii,2879540,Quercus havardii,<i>Quercus</i> <i>havardii</i> Rydb.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus havardii,2879540.0,100,EXACT,2,2,Quercus havardii,Quercus,Quercus,Quercus
Rumex conglomeratus,2888963,Rumex conglomeratus,<i>Rumex</i> <i>conglomeratus</i> Murray,SPECIES,Polygonaceae,2416.0,Rumex,2888942.0,Rumex conglomeratus,2888963.0,100,EXACT,2,2,Rumex conglomeratus,Rumex,Rumex,Rumex
Ribes cereum cereum,7219280,Ribes cereum cereum,<i>Ribes</i> <i>cereum</i> var. <i>cereum</i>,VARIETY,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes cereum,2986127.0,88,EXACT,3,3,Ribes cereum cereum,Ribes,Ribes,Ribes
Ceanothus pinetorum,8286761,Ceanothus pinetorum,<i>Ceanothus</i> <i>pinetorum</i> Coult.,SPECIES,Rhamnaceae,2407.0,Ceanothus,3039297.0,Ceanothus pinetorum,8286761.0,99,EXACT,2,2,Ceanothus pinetorum,Ceanothus,Ceanothus,Ceanothus
Oxalis florida,2891670,Oxalis florida,<i>Oxalis</i> <i>florida</i> Salisb.,SPECIES,Oxalidaceae,6697.0,Oxalis,2891642.0,Oxalis florida,2891670.0,99,EXACT,2,2,Oxalis florida,Oxalis,Oxalis,Oxalis
Viburnum rafinesqueanum rafinesqueanum,4925723,Viburnum rafinesqueanum,<i>Viburnum</i> <i>rafinesqueanum</i> Schult.,SPECIES,Viburnaceae,4924416.0,Viburnum,2888580.0,Viburnum rafinesqueanum,4925723.0,100,HIGHERRANK,3,2,Viburnum rafinesqueanum,Viburnum,Viburnum,Viburnum
Quercus × drummondii,2881710,Quercus drummondii,<i>Quercus</i> × <i>drummondii</i> Liebm.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus drummondii,2881710.0,100,EXACT,3,2,Quercus drummondii,Quercus,Quercus,Quercus
Cirsium edule wenatchense,4223095,Cirsium edule wenatchense,<i>Cirsium</i> <i>edule</i> var. <i>wenatchense</i> D.J.Keil,VARIETY,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium edule,3112749.0,88,EXACT,3,3,Cirsium edule wenatchense,Cirsium,Cirsium,Cirsium
Viola pedata flabellata,12209504,Viola pedata flabellata,<i>Viola</i> <i>pedata</i> subsp. <i>flabellata</i> (D.Don) H.E.Ballard,SUBSPECIES,Violaceae,6631.0,Viola,2874237.0,Viola pedata,5331278.0,85,EXACT,3,3,Viola pedata flabellata,Viola,Viola,Viola
Monarda maritima,5341405,Monarda maritima,<i>Monarda</i> <i>maritima</i> (Cory) Correll,SPECIES,Lamiaceae,2497.0,Monarda,2926838.0,Monarda maritima,5341405.0,99,EXACT,2,2,Monarda maritima,Monarda,Monarda,Monarda
Cirsium cymosum,6444478,Cirsium cymosum,<i>Cirsium</i> <i>cymosum</i> (Greene) J.T.Howell,SPECIES,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium cymosum,6444478.0,100,EXACT,2,2,Cirsium cymosum,Cirsium,Cirsium,Cirsium
Viola pedata cuneatiloba,12177168,Viola pedata cuneatiloba,<i>Viola</i> <i>pedata</i> subsp. <i>cuneatiloba</i> (Brainerd ex Fernald) H.E.Ballard,SUBSPECIES,Violaceae,6631.0,Viola,2874237.0,Viola pedata,5331278.0,85,EXACT,3,3,Viola pedata cuneatiloba,Viola,Viola,Viola
Lepidium virginicum virginicum,7129308,Lepidium virginicum virginicum,<i>Lepidium</i> <i>virginicum</i> subsp. <i>virginicum</i>,SUBSPECIES,Brassicaceae,3112.0,Lepidium,3051713.0,Lepidium virginicum,5376648.0,85,EXACT,3,3,Lepidium virginicum virginicum,Lepidium,Lepidium,Lepidium
Physalis cinerascens cinerascens,6402983,Physalis cinerascens cinerascens,<i>Physalis</i> <i>cinerascens</i> var. <i>cinerascens</i> (Dunal) Hitchc.,VARIETY,Solanaceae,7717.0,Physalis,2928907.0,Physalis cinerascens,5341768.0,88,EXACT,3,3,Physalis cinerascens cinerascens,Physalis,Physalis,Physalis
Pinus pumila,5285355,Pinus pumila,<i>Pinus</i> <i>pumila</i> (Pall.) Regel,SPECIES,Pinaceae,3925.0,Pinus,2684241.0,Pinus pumila,5285355.0,99,EXACT,2,2,Pinus pumila,Pinus,Pinus,Pinus
Quercus arizonica,2877992,Quercus arizonica,<i>Quercus</i> <i>arizonica</i> Sarg.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus arizonica,2877992.0,100,EXACT,2,2,Quercus arizonica,Quercus,Quercus,Quercus
Lycopus uniflorus,5341480,Lycopus uniflorus,<i>Lycopus</i> <i>uniflorus</i> Michx.,SPECIES,Lamiaceae,2497.0,Lycopus,2927122.0,Lycopus uniflorus,5341480.0,100,EXACT,2,2,Lycopus uniflorus,Lycopus,Lycopus,Lycopus
Smilax walteri,5295687,Smilax walteri,<i>Smilax</i> <i>walteri</i> Pursh,SPECIES,Smilacaceae,7702.0,Smilax,2740627.0,Smilax walteri,5295687.0,100,EXACT,2,2,Smilax walteri,Smilax,Smilax,Smilax
Pinus aristata,5285256,Pinus aristata,<i>Pinus</i> <i>aristata</i> Engelm.,SPECIES,Pinaceae,3925.0,Pinus,2684241.0,Pinus aristata,5285256.0,100,EXACT,2,2,Pinus aristata,Pinus,Pinus,Pinus
Tradescantia subacaulis,2765356,Tradescantia subacaulis,<i>Tradescantia</i> <i>subacaulis</i> Bush,SPECIES,Commelinaceae,2763195.0,Tradescantia,2765096.0,Tradescantia subacaulis,2765356.0,100,EXACT,2,2,Tradescantia subacaulis,Tradescantia,Tradescantia,Tradescantia
Acer negundo californicum,3768664,Acer negundo californicum,<i>Acer</i> <i>negundo</i> var. <i>californicum</i> (Torr. & A.Gray) Sarg.,VARIETY,Sapindaceae,6657.0,Acer,3189834.0,Acer negundo,3189866.0,85,EXACT,3,3,Acer negundo californicum,Acer,Acer,Acer
Rumex altissimus,2889030,Rumex altissimus,<i>Rumex</i> <i>altissimus</i> Wood,SPECIES,Polygonaceae,2416.0,Rumex,2888942.0,Rumex altissimus,2889030.0,100,EXACT,2,2,Rumex altissimus,Rumex,Rumex,Rumex
Allium diabolense,2857466,Allium diabolense,<i>Allium</i> <i>diabolense</i> (Ownbey & Aase ex Traub) McNeal,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium diabolense,2857466.0,100,EXACT,2,2,Allium diabolense,Allium,Allium,Allium
Primula pauciflora cusickii,5641499,Primula pauciflora cusickii,<i>Primula</i> <i>pauciflora</i> var. <i>cusickii</i> (Greene) A.R.Mast & Reveal,VARIETY,Primulaceae,6674.0,Dodecatheon,7597718.0,Dodecatheon pulchellum,3169253.0,88,EXACT,3,3,Primula pauciflora cusickii,Primula,Primula,Primula
Physalis macrosperma,10865701,Physalis macrosperma,"<i>Physalis</i> <i>macrosperma</i> Pyne, E.L.Bridges & Orzell",SPECIES,Solanaceae,7717.0,Physalis,2928907.0,Physalis macrosperma,10865701.0,100,EXACT,2,2,Physalis macrosperma,Physalis,Physalis,Physalis
Rubus invisus,8038781,Rubus invisus,<i>Rubus</i> <i>invisus</i> (L.H.Bailey) L.H.Bailey,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus invisus,8038781.0,99,EXACT,2,2,Rubus invisus,Rubus,Rubus,Rubus
Claytonia peirsonii bernardinus,9289741,Claytonia peirsonii bernardinus,<i>Claytonia</i> <i>peirsonii</i> subsp. <i>bernardinus</i> Stoughton,SUBSPECIES,Montiaceae,4898338.0,Claytonia,3084729.0,Claytonia peirsonii,9479365.0,88,EXACT,3,3,Claytonia peirsonii bernardinus,Claytonia,Claytonia,Claytonia
Ceanothus megacarpus,3039316,Ceanothus megacarpus,<i>Ceanothus</i> <i>megacarpus</i> Nutt.,SPECIES,Rhamnaceae,2407.0,Ceanothus,3039297.0,Ceanothus megacarpus,3039316.0,99,EXACT,2,2,Ceanothus megacarpus,Ceanothus,Ceanothus,Ceanothus
Allium crispum,2857315,Allium crispum,<i>Allium</i> <i>crispum</i> Greene,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium crispum,2857315.0,100,EXACT,2,2,Allium crispum,Allium,Allium,Allium
Viola charlestonensis,7953786,Viola charlestonensis,<i>Viola</i> <i>charlestonensis</i> M.S.Baker & J.C.Clausen ex Clokey,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola charlestonensis,7953786.0,99,EXACT,2,2,Viola charlestonensis,Viola,Viola,Viola
Monarda citriodora austromontana,5605561,Monarda citriodora austromontana,<i>Monarda</i> <i>citriodora</i> var. <i>austromontana</i> (Epling) B.L.Turner,VARIETY,Lamiaceae,2497.0,Monarda,2926838.0,Monarda citriodora,5341423.0,85,EXACT,3,3,Monarda citriodora austromontana,Monarda,Monarda,Monarda
Quercus polymorpha,2878068,Quercus polymorpha,<i>Quercus</i> <i>polymorpha</i> Schltdl. & Cham.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus polymorpha,2878068.0,100,EXACT,2,2,Quercus polymorpha,Quercus,Quercus,Quercus
Allium oleraceum,2857071,Allium oleraceum,<i>Allium</i> <i>oleraceum</i> L.,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium oleraceum,2857071.0,99,EXACT,2,2,Allium oleraceum,Allium,Allium,Allium
Ribes roezlii roezlii,7334974,Ribes roezlii roezlii,<i>Ribes</i> <i>roezlii</i> var. <i>roezlii</i>,VARIETY,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes roezlii,2986198.0,88,EXACT,3,3,Ribes roezlii roezlii,Ribes,Ribes,Ribes
Erythronium tuolumnense,2752804,Erythronium tuolumnense,<i>Erythronium</i> <i>tuolumnense</i> Applegate,SPECIES,Liliaceae,7699.0,Erythronium,2740136.0,Erythronium tuolumnense,2752804.0,100,EXACT,2,2,Erythronium tuolumnense,Erythronium,Erythronium,Erythronium
Linum berlandieri berlandieri,8427805,Linum berlandieri berlandieri,<i>Linum</i> <i>berlandieri</i> var. <i>berlandieri</i>,VARIETY,Linaceae,2493.0,Linum,2873855.0,Linum berlandieri,2873932.0,88,EXACT,3,3,Linum berlandieri berlandieri,Linum,Linum,Linum
Zizania palustris palustris,6432299,Zizania palustris palustris,<i>Zizania</i> <i>palustris</i> subsp. <i>palustris</i>,SUBSPECIES,Poaceae,3073.0,Zizania,2703227.0,Zizania palustris,2703230.0,84,EXACT,3,3,Zizania palustris palustris,Zizania,Zizania,Zizania
Viola pedatifida,5331262,Viola pedatifida,<i>Viola</i> <i>pedatifida</i> G.Don,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola pedatifida,5331262.0,100,EXACT,2,2,Viola pedatifida,Viola,Viola,Viola
Physalis cinerascens,5341768,Physalis cinerascens,<i>Physalis</i> <i>cinerascens</i> (Dunal) Hitchc.,SPECIES,Solanaceae,7717.0,Physalis,2928907.0,Physalis cinerascens,5341768.0,100,EXACT,2,2,Physalis cinerascens,Physalis,Physalis,Physalis
Cirsium parryi,3112578,Cirsium parryi,<i>Cirsium</i> <i>parryi</i> (A.Gray) Petr.,SPECIES,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium parryi,3112578.0,99,EXACT,2,2,Cirsium parryi,Cirsium,Cirsium,Cirsium
Yucca baccata baccata,2775796,Yucca baccata baccata,<i>Yucca</i> <i>baccata</i> var. <i>baccata</i>,VARIETY,Asparagaceae,7683.0,Yucca,2775496.0,Yucca baccata,2775788.0,88,EXACT,3,3,Yucca baccata baccata,Yucca,Yucca,Yucca
Viola septentrionalis,5331239,Viola septentrionalis,<i>Viola</i> <i>septentrionalis</i> Greene,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola septentrionalis,5331239.0,100,EXACT,2,2,Viola septentrionalis,Viola,Viola,Viola
Quercus pacifica,2881701,Quercus pacifica,<i>Quercus</i> <i>pacifica</i> Nixon & C.H.Müll.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus pacifica,2881701.0,100,EXACT,2,2,Quercus pacifica,Quercus,Quercus,Quercus
Rhus aromatica arenaria,3660172,Rhus aromatica arenaria,<i>Rhus</i> <i>aromatica</i> var. <i>arenaria</i> (Greene) Fernald,VARIETY,Anacardiaceae,2398.0,Rhus,3190534.0,Rhus aromatica,3190558.0,88,EXACT,3,3,Rhus aromatica arenaria,Rhus,Rhus,Rhus
Descurainia pinnata ochroleuca,3044155,Descurainia pinnata ochroleuca,<i>Descurainia</i> <i>pinnata</i> subsp. <i>ochroleuca</i> (Wooton) Detling,SUBSPECIES,Brassicaceae,3112.0,Descurainia,3044104.0,Descurainia pinnata,3044133.0,85,EXACT,3,3,Descurainia pinnata ochroleuca,Descurainia,Descurainia,Descurainia
Allium howellii sanbenitense,2856790,Allium howellii sanbenitense,<i>Allium</i> <i>howellii</i> var. <i>sanbenitense</i> (Traub) Ownbey & Aase,VARIETY,Amaryllidaceae,7682.0,Allium,9624496.0,Allium howellii,2856788.0,85,EXACT,3,3,Allium howellii sanbenitense,Allium,Allium,Allium
Ceanothus impressus,3039310,Ceanothus impressus,<i>Ceanothus</i> <i>impressus</i> Trel.,SPECIES,Rhamnaceae,2407.0,Ceanothus,3039297.0,Ceanothus impressus,3039310.0,100,EXACT,2,2,Ceanothus impressus,Ceanothus,Ceanothus,Ceanothus
Phlox pilosa detonsa,6394549,Phlox pilosa detonsa,<i>Phlox</i> <i>pilosa</i> subsp. <i>detonsa</i> (A.Gray) Wherry,SUBSPECIES,Polemoniaceae,6648.0,Phlox,2927698.0,Phlox pilosa,2927734.0,85,EXACT,3,3,Phlox pilosa detonsa,Phlox,Phlox,Phlox
Rubus × fraseri,2997212,Rubus fraseri,<i>Rubus</i> × <i>fraseri</i> Rehder,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus fraseri,2997212.0,100,EXACT,3,2,Rubus fraseri,Rubus,Rubus,Rubus
Quercus lyrata,2878378,Quercus lyrata,<i>Quercus</i> <i>lyrata</i> Walter,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus lyrata,2878378.0,99,EXACT,2,2,Quercus lyrata,Quercus,Quercus,Quercus
Rubus praecox,8019170,Rubus praecox,<i>Rubus</i> <i>praecox</i> Bertol.,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus praecox,8019170.0,99,EXACT,2,2,Rubus praecox,Rubus,Rubus,Rubus
Tragopogon pratensis,5386897,Tragopogon pratensis,<i>Tragopogon</i> <i>pratensis</i> L.,SPECIES,Asteraceae,3065.0,Tragopogon,3092408.0,Tragopogon pratensis,5386897.0,100,EXACT,2,2,Tragopogon pratensis,Tragopogon,Tragopogon,Tragopogon
Ribes aureum aureum,7095864,Ribes aureum aureum,<i>Ribes</i> <i>aureum</i> var. <i>aureum</i>,VARIETY,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes aureum,2986111.0,88,EXACT,3,3,Ribes aureum aureum,Ribes,Ribes,Ribes
Dalea candida candida,7225489,Dalea candida candida,<i>Dalea</i> <i>candida</i> var. <i>candida</i>,VARIETY,Fabaceae,5386.0,Dalea,2954771.0,Dalea candida,5353279.0,88,EXACT,3,3,Dalea candida candida,Dalea,Dalea,Dalea
Allium anceps,2857771,Allium anceps,<i>Allium</i> <i>anceps</i> Kellogg,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium anceps,2857771.0,100,EXACT,2,2,Allium anceps,Allium,Allium,Allium
Viola orbiculata,7539797,Viola orbiculata,<i>Viola</i> <i>orbiculata</i> Geyer ex A.Gray,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola orbiculata,7539797.0,99,EXACT,2,2,Viola orbiculata,Viola,Viola,Viola
Vicia sepium,2974786,Vicia sepium,<i>Vicia</i> <i>sepium</i> L.,SPECIES,Fabaceae,5386.0,Vicia,2974751.0,Vicia sepium,2974786.0,100,EXACT,2,2,Vicia sepium,Vicia,Vicia,Vicia
Rumex sanguineus,2888960,Rumex sanguineus,<i>Rumex</i> <i>sanguineus</i> L.,SPECIES,Polygonaceae,2416.0,Rumex,2888942.0,Rumex sanguineus,2888960.0,99,EXACT,2,2,Rumex sanguineus,Rumex,Rumex,Rumex
