searchedName,usageKey,canonicalName,formattedName,rank,family,family_key,genus,genus_key,species,species_key,confidence,matchType,searched_sp,matched_sp,scientificName,first_of_searched,first_of_binomial,first_of_canonical
Asclepias speciosa,3170260,Asclepias speciosa,<i>Asclepias</i> <i>speciosa</i> Torr.,SPECIES,Apocynaceae,6701.0,Asclepias,3170229.0,Asclepias speciosa,3170260.0,100,EXACT,2,2,Asclepias speciosa,Asclepias,Asclepias,Asclepias
Asclepias viridiflora,3170313,Asclepias viridiflora,<i>Asclepias</i> <i>viridiflora</i> Raf.,SPECIES,Apocynaceae,6701.0,Asclepias,3170229.0,Asclepias viridiflora,3170313.0,99,EXACT,2,2,Asclepias viridiflora,Asclepias,Asclepias,Asclepias
Asclepias arenaria,3170290,Asclepias arenaria,<i>Asclepias</i> <i>arenaria</i> Torr.,SPECIES,Apocynaceae,6701.0,Asclepias,3170229.0,Asclepias arenaria,3170290.0,100,EXACT,2,2,Asclepias arenaria,Asclepias,Asclepias,Asclepias
Asclepias exaltata,3170307,Asclepias exaltata,<i>Asclepias</i> <i>exaltata</i> L.,SPECIES,Apocynaceae,6701.0,Asclepias,3170229.0,Asclepias exaltata,3170307.0,99,EXACT,2,2,Asclepias exaltata,Asclepias,Asclepias,Asclepias
Pilea pumila,5361818,Pilea pumila,<i>Pilea</i> <i>pumila</i> (L.) A.Gray,SPECIES,Urticaceae,6639.0,Pilea,2984417.0,Pilea pumila,5361818.0,99,EXACT,2,2,Pilea pumila,Pilea,Pilea,Pilea
Boehmeria cylindrica,2984345,Boehmeria cylindrica,<i>Boehmeria</i> <i>cylindrica</i> (L.) Sw.,SPECIES,Urticaceae,6639.0,Boehmeria,2984344.0,Boehmeria cylindrica,2984345.0,99,EXACT,2,2,Boehmeria cylindrica,Boehmeria,Boehmeria,Boehmeria
Galinsoga,3132547,Galinsoga,<i>Galinsoga</i> Ruiz & Pav.,GENUS,Asteraceae,3065.0,Galinsoga,3132547.0,,,80,HIGHERRANK,1,1,Galinsoga,Galinsoga,Galinsoga,Galinsoga
Helianthus tuberosus,3119175,Helianthus tuberosus,<i>Helianthus</i> <i>tuberosus</i> L.,SPECIES,Asteraceae,3065.0,Helianthus,3119134.0,Helianthus tuberosus,3119175.0,99,EXACT,2,2,Helianthus tuberosus,Helianthus,Helianthus,Helianthus
Iva annua,5402627,Iva annua,<i>Iva</i> <i>annua</i> L.,SPECIES,Asteraceae,3065.0,Iva,3141879.0,Iva annua,5402627.0,99,EXACT,2,2,Iva annua,Iva,Iva,Iva
Ambrosia trifida,3110588,Ambrosia trifida,<i>Ambrosia</i> <i>trifida</i> L.,SPECIES,Asteraceae,3065.0,Ambrosia,3110576.0,Ambrosia trifida,3110588.0,100,EXACT,2,2,Ambrosia trifida,Ambrosia,Ambrosia,Ambrosia
Eclipta prostrata,5384950,Eclipta prostrata,<i>Eclipta</i> <i>prostrata</i> (L.) L.,SPECIES,Asteraceae,3065.0,Eclipta,3086569.0,Eclipta prostrata,5384950.0,99,EXACT,2,2,Eclipta prostrata,Eclipta,Eclipta,Eclipta
Pedicularis lanceolata,3171676,Pedicularis lanceolata,<i>Pedicularis</i> <i>lanceolata</i> Michx.,SPECIES,Orobanchaceae,6651.0,Pedicularis,3171670.0,Pedicularis lanceolata,3171676.0,100,EXACT,2,2,Pedicularis lanceolata,Pedicularis,Pedicularis,Pedicularis
Artiplex,11477817,Atriplex,"<i>Atriplex</i> sp. Linnaeus, 1755",SPECIES,Amaranthaceae,3064.0,Atriplex,10651755.0,Atriplex,11477817.0,86,HIGHERRANK,1,1,Atriplex,Artiplex,Atriplex,Atriplex
Asparagus officinalis,2768885,Asparagus officinalis,<i>Asparagus</i> <i>officinalis</i> L.,SPECIES,Asparagaceae,7683.0,Asparagus,9527393.0,Asparagus officinalis,2768885.0,99,EXACT,2,2,Asparagus officinalis,Asparagus,Asparagus,Asparagus
Salsola tragus,3083945,Salsola tragus,<i>Salsola</i> <i>tragus</i> L.,SPECIES,Amaranthaceae,3064.0,Salsola,3083944.0,Salsola tragus,3083945.0,100,EXACT,2,2,Salsola tragus,Salsola,Salsola,Salsola
Suaeda,7677792,Suaeda,<i>Suaeda</i> Scop.,GENUS,Amaranthaceae,3064.0,Suaeda,7677792.0,,,95,HIGHERRANK,1,1,Suaeda,Suaeda,Suaeda,Suaeda
Amaranthus,11706057,Amaranthus,"<i>Amaranthus</i> sp. Linnaeus, 1753",SPECIES,Amaranthaceae,3064.0,Amaranthus,3085074.0,Amaranthus,11706057.0,98,HIGHERRANK,1,1,Amaranthus,Amaranthus,Amaranthus,Amaranthus
Amaranthus blitoides,5384395,Amaranthus blitoides,<i>Amaranthus</i> <i>blitoides</i> S.Watson,SPECIES,Amaranthaceae,3064.0,Amaranthus,3085074.0,Amaranthus blitoides,5384395.0,100,EXACT,2,2,Amaranthus blitoides,Amaranthus,Amaranthus,Amaranthus
Kochia scoparia,8904738,Kochia scoparia,<i>Kochia</i> <i>scoparia</i> (L.) Schrad.,SPECIES,Amaranthaceae,3064.0,Bassia,3083576.0,Bassia scoparia,5383936.0,100,EXACT,2,2,Kochia scoparia,Kochia,Kochia,Kochia
Portulaca oleracea,3084719,Portulaca oleracea,<i>Portulaca</i> <i>oleracea</i> L.,SPECIES,Portulacaceae,6717.0,Portulaca,3084696.0,Portulaca oleracea,3084719.0,100,EXACT,2,2,Portulaca oleracea,Portulaca,Portulaca,Portulaca
Croton monathogyna,3057700,Croton monanthogynus,<i>Croton</i> <i>monanthogynus</i> Michx.,SPECIES,Euphorbiaceae,4691.0,Croton,3057454.0,Croton monanthogynus,3057700.0,95,VARIANT,2,2,Croton monanthogynus,Croton,Croton,Croton
Linum perenne,2873878,Linum perenne,<i>Linum</i> <i>perenne</i> L.,SPECIES,Linaceae,2493.0,Linum,2873855.0,Linum perenne,2873878.0,99,EXACT,2,2,Linum perenne,Linum,Linum,Linum
Linum rigidum,2873856,Linum rigidum,<i>Linum</i> <i>rigidum</i> Pursh,SPECIES,Linaceae,2493.0,Linum,2873855.0,Linum rigidum,2873856.0,99,EXACT,2,2,Linum rigidum,Linum,Linum,Linum
Linum berlandieri,2873932,Linum berlandieri,<i>Linum</i> <i>berlandieri</i> Hook.,SPECIES,Linaceae,2493.0,Linum,2873855.0,Linum berlandieri,2873932.0,100,EXACT,2,2,Linum berlandieri,Linum,Linum,Linum
Conyza canadensis,5404801,Conyza canadensis,<i>Conyza</i> <i>canadensis</i> (L.) Cronquist,SPECIES,Asteraceae,3065.0,Erigeron,3146588.0,Erigeron canadensis,3146791.0,100,EXACT,2,2,Conyza canadensis,Conyza,Conyza,Conyza
Bupleurum rotundifolium,3034554,Bupleurum rotundifolium,<i>Bupleurum</i> <i>rotundifolium</i> L.,SPECIES,Apiaceae,6720.0,Bupleurum,3034551.0,Bupleurum rotundifolium,3034554.0,99,EXACT,2,2,Bupleurum rotundifolium,Bupleurum,Bupleurum,Bupleurum
Persicaria,6390748,Persicaria,<i>Persicaria</i> (L.) Mill.,GENUS,Polygonaceae,2416.0,Persicaria,6390748.0,,,95,HIGHERRANK,1,1,Persicaria,Persicaria,Persicaria,Persicaria
Persicaria lapathifolia,2889262,Persicaria lapathifolia,<i>Persicaria</i> <i>lapathifolia</i> (L.) Gray,SPECIES,Polygonaceae,2416.0,Persicaria,6390748.0,Persicaria lapathifolia,2889262.0,99,EXACT,2,2,Persicaria lapathifolia,Persicaria,Persicaria,Persicaria
Persicaria maculosa,6391194,Persicaria maculosa,<i>Persicaria</i> <i>maculosa</i> Gray,SPECIES,Polygonaceae,2416.0,Persicaria,6390748.0,Persicaria maculosa,6391194.0,100,EXACT,2,2,Persicaria maculosa,Persicaria,Persicaria,Persicaria
Persicaria hydropiper,8323622,Persicaria hydropiper,<i>Persicaria</i> <i>hydropiper</i> (L.) Spach,SPECIES,Polygonaceae,2416.0,Persicaria,6390748.0,Persicaria hydropiper,8323622.0,99,EXACT,2,2,Persicaria hydropiper,Persicaria,Persicaria,Persicaria
Persicaria amphibia,6391648,Persicaria amphibia,<i>Persicaria</i> <i>amphibia</i> (L.) Gray,SPECIES,Polygonaceae,2416.0,Persicaria,6390748.0,Persicaria amphibia,6391648.0,99,EXACT,2,2,Persicaria amphibia,Persicaria,Persicaria,Persicaria
Persicaria coccinea,6391528,Persicaria coccinea,<i>Persicaria</i> <i>coccinea</i> (Muhl. ex Willd.) Greene,SPECIES,Polygonaceae,2416.0,Persicaria,6390748.0,Persicaria amphibia,6391648.0,100,EXACT,2,2,Persicaria coccinea,Persicaria,Persicaria,Persicaria
Polygonum erectum,5334437,Polygonum erectum,<i>Polygonum</i> <i>erectum</i> L.,SPECIES,Polygonaceae,2416.0,Polygonum,2889077.0,Polygonum erectum,5334437.0,99,EXACT,2,2,Polygonum erectum,Polygonum,Polygonum,Polygonum
Rumex triangulivalvis,6391377,Rumex triangulivalvis,<i>Rumex</i> <i>triangulivalvis</i> (Danser) Rech.fil.,SPECIES,Polygonaceae,2416.0,Rumex,2888942.0,Rumex triangulivalvis,6391377.0,100,EXACT,2,2,Rumex triangulivalvis,Rumex,Rumex,Rumex
Phytolacca americana,3084015,Phytolacca americana,<i>Phytolacca</i> <i>americana</i> L.,SPECIES,Phytolaccaceae,2516.0,Phytolacca,3084013.0,Phytolacca americana,3084015.0,100,EXACT,2,2,Phytolacca americana,Phytolacca,Phytolacca,Phytolacca
Epilobium angustifolium,8406741,Chamaenerion,<i>Chamaenerion</i> Seguier,GENUS,Onagraceae,2430.0,Chamaenerion,8406741.0,,,99,HIGHERRANK,2,1,Chamaenerion,Epilobium,Chamaenerion,Chamaenerion
Parietaria pensylvanica,5361796,Parietaria pensylvanica,<i>Parietaria</i> <i>pensylvanica</i> Muhl. ex Willd.,SPECIES,Urticaceae,6639.0,Parietaria,2984308.0,Parietaria pensylvanica,5361796.0,99,EXACT,2,2,Parietaria pensylvanica,Parietaria,Parietaria,Parietaria
Ipomoea leptophylla,2928569,Ipomoea leptophylla,<i>Ipomoea</i> <i>leptophylla</i> Torr.,SPECIES,Convolvulaceae,2389.0,Ipomoea,2928509.0,Ipomoea leptophylla,2928569.0,100,EXACT,2,2,Ipomoea leptophylla,Ipomoea,Ipomoea,Ipomoea
Comandra umbellata,2889777,Comandra umbellata,<i>Comandra</i> <i>umbellata</i> (L.) Nutt.,SPECIES,Comandraceae,4936000.0,Comandra,2889776.0,Comandra umbellata,2889777.0,100,EXACT,2,2,Comandra umbellata,Comandra,Comandra,Comandra
Commelina communis,2764179,Commelina communis,<i>Commelina</i> <i>communis</i> L.,SPECIES,Commelinaceae,2763195.0,Commelina,2763939.0,Commelina communis,2764179.0,99,EXACT,2,2,Commelina communis,Commelina,Commelina,Commelina
Commelina virginica,2764028,Commelina virginica,<i>Commelina</i> <i>virginica</i> L.,SPECIES,Commelinaceae,2763195.0,Commelina,2763939.0,Commelina virginica,2764028.0,99,EXACT,2,2,Commelina virginica,Commelina,Commelina,Commelina
Commelina erecta,2764389,Commelina erecta,<i>Commelina</i> <i>erecta</i> L.,SPECIES,Commelinaceae,2763195.0,Commelina,2763939.0,Commelina erecta,2764389.0,99,EXACT,2,2,Commelina erecta,Commelina,Commelina,Commelina
Streptopus amplexifolius,2752734,Streptopus amplexifolius,<i>Streptopus</i> <i>amplexifolius</i> (L.) DC.,SPECIES,Liliaceae,7699.0,Streptopus,2752729.0,Streptopus amplexifolius,2752734.0,100,EXACT,2,2,Streptopus amplexifolius,Streptopus,Streptopus,Streptopus
Streptopus lanceolatus,2752779,Streptopus lanceolatus,<i>Streptopus</i> <i>lanceolatus</i> (Aiton) Reveal,SPECIES,Liliaceae,7699.0,Streptopus,2752729.0,Streptopus lanceolatus,2752779.0,100,EXACT,2,2,Streptopus lanceolatus,Streptopus,Streptopus,Streptopus
Polygonatum biflorum,2770039,Polygonatum biflorum,<i>Polygonatum</i> <i>biflorum</i> (Walter) Elliott,SPECIES,Asparagaceae,7683.0,Polygonatum,2769995.0,Polygonatum biflorum,2770039.0,100,EXACT,2,2,Polygonatum biflorum,Polygonatum,Polygonatum,Polygonatum
Maianthemum racemosum,2769457,Maianthemum racemosum,<i>Maianthemum</i> <i>racemosum</i> (L.) Link,SPECIES,Asparagaceae,7683.0,Maianthemum,9608430.0,Maianthemum racemosum,2769457.0,100,EXACT,2,2,Maianthemum racemosum,Maianthemum,Maianthemum,Maianthemum
Chenopodium,9708769,Chenopodium,<i>Chenopodium</i> sp. Bontei Aell.,SPECIES,Amaranthaceae,3064.0,Chenopodium,3083823.0,Chenopodium,9708769.0,97,HIGHERRANK,1,1,Chenopodium,Chenopodium,Chenopodium,Chenopodium
Impatiens capensis,2891774,Impatiens capensis,<i>Impatiens</i> <i>capensis</i> Meerb.,SPECIES,Balsaminaceae,6699.0,Impatiens,2891766.0,Impatiens capensis,2891774.0,99,EXACT,2,2,Impatiens capensis,Impatiens,Impatiens,Impatiens
Impatiens pallida,2891767,Impatiens pallida,<i>Impatiens</i> <i>pallida</i> Nutt.,SPECIES,Balsaminaceae,6699.0,Impatiens,2891766.0,Impatiens pallida,2891767.0,100,EXACT,2,2,Impatiens pallida,Impatiens,Impatiens,Impatiens
Helianthus annuus,9206251,Helianthus annuus,<i>Helianthus</i> <i>annuus</i> L.,SPECIES,Asteraceae,3065.0,Helianthus,3119134.0,Helianthus annuus,9206251.0,100,EXACT,2,2,Helianthus annuus,Helianthus,Helianthus,Helianthus
Abutilon theophrasti,3152614,Abutilon theophrasti,<i>Abutilon</i> <i>theophrasti</i> Medik.,SPECIES,Malvaceae,6685.0,Abutilon,3152599.0,Abutilon theophrasti,3152614.0,100,EXACT,2,2,Abutilon theophrasti,Abutilon,Abutilon,Abutilon
Sida spinosa,5406741,Sida spinosa,<i>Sida</i> <i>spinosa</i> L.,SPECIES,Malvaceae,6685.0,Sida,3152100.0,Sida spinosa,5406741.0,99,EXACT,2,2,Sida spinosa,Sida,Sida,Sida
Solanum nigrum,9150405,Solanum nigrum,<i>Solanum</i> <i>nigrum</i> L.,SPECIES,Solanaceae,7717.0,Solanum,2928997.0,Solanum nigrum,9150405.0,99,EXACT,2,2,Solanum nigrum,Solanum,Solanum,Solanum
Physalis,2928907,Physalis,<i>Physalis</i> L.,GENUS,Solanaceae,7717.0,Physalis,2928907.0,,,80,HIGHERRANK,1,1,Physalis,Physalis,Physalis,Physalis
Physalis heterophylla,5341783,Physalis heterophylla,<i>Physalis</i> <i>heterophylla</i> Nees,SPECIES,Solanaceae,7717.0,Physalis,2928907.0,Physalis heterophylla,5341783.0,99,EXACT,2,2,Physalis heterophylla,Physalis,Physalis,Physalis
Laportea canadensis,2984463,Laportea canadensis,<i>Laportea</i> <i>canadensis</i> (L.) Wedd.,SPECIES,Urticaceae,6639.0,Laportea,2984461.0,Laportea canadensis,2984463.0,99,EXACT,2,2,Laportea canadensis,Laportea,Laportea,Laportea
Artemisia serrata,3121361,Artemisia serrata,<i>Artemisia</i> <i>serrata</i> Nutt.,SPECIES,Asteraceae,3065.0,Artemisia,3120641.0,Artemisia serrata,3121361.0,100,EXACT,2,2,Artemisia serrata,Artemisia,Artemisia,Artemisia
Solidago canadensis,5389029,Solidago canadensis,<i>Solidago</i> <i>canadensis</i> L.,SPECIES,Asteraceae,3065.0,Solidago,5388868.0,Solidago canadensis,5389029.0,100,EXACT,2,2,Solidago canadensis,Solidago,Solidago,Solidago
Penthorum sedoides,2985709,Penthorum sedoides,<i>Penthorum</i> <i>sedoides</i> L.,SPECIES,Penthoraceae,4256025.0,Penthorum,2985708.0,Penthorum sedoides,2985709.0,100,EXACT,2,2,Penthorum sedoides,Penthorum,Penthorum,Penthorum
Hylotelephium telephium,2985865,Hylotelephium telephium,<i>Hylotelephium</i> <i>telephium</i> (L.) H.Ohba,SPECIES,Crassulaceae,2406.0,Hylotelephium,2985862.0,Hylotelephium telephium,2985865.0,100,EXACT,2,2,Hylotelephium telephium,Hylotelephium,Hylotelephium,Hylotelephium
Sedum roseum,8408721,Sedum roseum,<i>Sedum</i> <i>roseum</i> Steven,SPECIES,Crassulaceae,2406.0,Phedimus,4200460.0,Phedimus stevenianus,4201591.0,100,EXACT,2,2,Sedum roseum,Sedum,Sedum,Sedum
Oenothera grandiflora,8106009,Oenothera grandiflora,<i>Oenothera</i> <i>grandiflora</i> L'Her.,SPECIES,Onagraceae,2430.0,Oenothera,3188799.0,Oenothera grandiflora,8106009.0,99,EXACT,2,2,Oenothera grandiflora,Oenothera,Oenothera,Oenothera
Campanula divaricata,5410780,Campanula divaricata,<i>Campanula</i> <i>divaricata</i> Michx.,SPECIES,Campanulaceae,8801.0,Campanula,3161935.0,Campanula divaricata,5410780.0,100,EXACT,2,2,Campanula divaricata,Campanula,Campanula,Campanula
Artemisia dracunculus,3121581,Artemisia dracunculus,<i>Artemisia</i> <i>dracunculus</i> L.,SPECIES,Asteraceae,3065.0,Artemisia,3120641.0,Artemisia dracunculus,3121581.0,99,EXACT,2,2,Artemisia dracunculus,Artemisia,Artemisia,Artemisia
Castilleja sessiflora,3170616,Castilleja sessiliflora,<i>Castilleja</i> <i>sessiliflora</i> Pursh,SPECIES,Orobanchaceae,6651.0,Castilleja,3170565.0,Castilleja sessiliflora,3170616.0,95,VARIANT,2,2,Castilleja sessiliflora,Castilleja,Castilleja,Castilleja
Hydrocotyle americana,3034603,Hydrocotyle americana,<i>Hydrocotyle</i> <i>americana</i> L.,SPECIES,Araliaceae,8800.0,Hydrocotyle,3034601.0,Hydrocotyle americana,3034603.0,99,EXACT,2,2,Hydrocotyle americana,Hydrocotyle,Hydrocotyle,Hydrocotyle
Cnidoscolus texanum,3073704,Cnidoscolus texanus,<i>Cnidoscolus</i> <i>texanus</i> (Müll.Arg.) Small,SPECIES,Euphorbiaceae,4691.0,Cnidoscolus,3073435.0,Cnidoscolus texanus,3073704.0,98,VARIANT,2,2,Cnidoscolus texanus,Cnidoscolus,Cnidoscolus,Cnidoscolus
Cnidoscolus stimulosus,3073687,Cnidoscolus stimulosus,<i>Cnidoscolus</i> <i>stimulosus</i> (Michx.) Engelm. & A.Gray,SPECIES,Euphorbiaceae,4691.0,Cnidoscolus,3073435.0,Cnidoscolus stimulosus,3073687.0,100,EXACT,2,2,Cnidoscolus stimulosus,Cnidoscolus,Cnidoscolus,Cnidoscolus
Hibiscus aculeatus,3152544,Hibiscus aculeatus,<i>Hibiscus</i> <i>aculeatus</i> Walter,SPECIES,Malvaceae,6685.0,Hibiscus,3152542.0,Hibiscus aculeatus,3152544.0,99,EXACT,2,2,Hibiscus aculeatus,Hibiscus,Hibiscus,Hibiscus
Hibiscus coccineus,3152566,Hibiscus coccineus,<i>Hibiscus</i> <i>coccineus</i> (Medik.) Walter,SPECIES,Malvaceae,6685.0,Hibiscus,3152542.0,Hibiscus coccineus,3152566.0,100,EXACT,2,2,Hibiscus coccineus,Hibiscus,Hibiscus,Hibiscus
Modiola caroliniana,8338793,Modiola caroliniana,<i>Modiola</i> <i>caroliniana</i> (L.) G.Don,SPECIES,Malvaceae,6685.0,Modiola,3152522.0,Modiola caroliniana,8338793.0,99,EXACT,2,2,Modiola caroliniana,Modiola,Modiola,Modiola
Hibiscus moscheutos,3152596,Hibiscus moscheutos,<i>Hibiscus</i> <i>moscheutos</i> L.,SPECIES,Malvaceae,6685.0,Hibiscus,3152542.0,Hibiscus moscheutos,3152596.0,100,EXACT,2,2,Hibiscus moscheutos,Hibiscus,Hibiscus,Hibiscus
Hibiscus laevis,3152576,Hibiscus laevis,<i>Hibiscus</i> <i>laevis</i> All.,SPECIES,Malvaceae,6685.0,Hibiscus,3152542.0,Hibiscus laevis,3152576.0,99,EXACT,2,2,Hibiscus laevis,Hibiscus,Hibiscus,Hibiscus
Malvaviscus arboreus,3152775,Malvaviscus arboreus,<i>Malvaviscus</i> <i>arboreus</i> Cav.,SPECIES,Malvaceae,6685.0,Malvaviscus,3152774.0,Malvaviscus arboreus,3152775.0,100,EXACT,2,2,Malvaviscus arboreus,Malvaviscus,Malvaviscus,Malvaviscus
Kosteletzkya pentacarpos,4939647,Kosteletzkya pentacarpos,<i>Kosteletzkya</i> <i>pentacarpos</i> (L.) Ledeb.,SPECIES,Malvaceae,6685.0,Kosteletzkya,10681930.0,Kosteletzkya pentacarpos,4939647.0,100,EXACT,2,2,Kosteletzkya pentacarpos,Kosteletzkya,Kosteletzkya,Kosteletzkya
Althaea officinalis,3152520,Althaea officinalis,<i>Althaea</i> <i>officinalis</i> L.,SPECIES,Malvaceae,6685.0,Althaea,3152518.0,Althaea officinalis,3152520.0,100,EXACT,2,2,Althaea officinalis,Althaea,Althaea,Althaea
Xanthium strumarium,3089154,Xanthium strumarium,<i>Xanthium</i> <i>strumarium</i> L.,SPECIES,Asteraceae,3065.0,Xanthium,3089139.0,Xanthium strumarium,3089154.0,99,EXACT,2,2,Xanthium strumarium,Xanthium,Xanthium,Xanthium
Cakile edentula,3048882,Cakile edentula,<i>Cakile</i> <i>edentula</i> (Bigelow) Hook.,SPECIES,Brassicaceae,3112.0,Cakile,3048827.0,Cakile edentula,3048882.0,99,EXACT,2,2,Cakile edentula,Cakile,Cakile,Cakile
Cycloloma atriplicifolium,3083565,Cycloloma atriplicifolium,<i>Cycloloma</i> <i>atriplicifolium</i> (Spreng.) J.M.Coult.,SPECIES,Amaranthaceae,3064.0,Dysphania,3083582.0,Dysphania atriplicifolia,11715681.0,100,EXACT,2,2,Cycloloma atriplicifolium,Cycloloma,Cycloloma,Cycloloma
Chenopodium hybridum,3083901,Chenopodium hybridum,<i>Chenopodium</i> <i>hybridum</i> L.,SPECIES,Amaranthaceae,3064.0,Chenopodiastrum,7578202.0,Chenopodiastrum hybridum,7551162.0,99,EXACT,2,2,Chenopodium hybridum,Chenopodium,Chenopodium,Chenopodium
Oenothera speciosa,3188859,Oenothera speciosa,<i>Oenothera</i> <i>speciosa</i> Nutt.,SPECIES,Onagraceae,2430.0,Oenothera,3188799.0,Oenothera speciosa,3188859.0,100,EXACT,2,2,Oenothera speciosa,Oenothera,Oenothera,Oenothera
Cirsium arvense,3113414,Cirsium arvense,<i>Cirsium</i> <i>arvense</i> (L.) Scop.,SPECIES,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium arvense,3113414.0,100,EXACT,2,2,Cirsium arvense,Cirsium,Cirsium,Cirsium
Erechtites hieracifolia,7852981,Erechtites hieracifolia,<i>Erechtites</i> <i>hieracifolia</i> (L.) Raf.,SPECIES,Asteraceae,3065.0,Erechtites,3132453.0,Erechtites hieraciifolius,3132457.0,99,EXACT,2,2,Erechtites hieracifolia,Erechtites,Erechtites,Erechtites
Sphaeralcea coccinea,3152438,Sphaeralcea coccinea,<i>Sphaeralcea</i> <i>coccinea</i> (Nutt.) Rydb.,SPECIES,Malvaceae,6685.0,Sphaeralcea,7412190.0,Sphaeralcea coccinea,3152438.0,100,EXACT,2,2,Sphaeralcea coccinea,Sphaeralcea,Sphaeralcea,Sphaeralcea
Hibiscus trionum,3152560,Hibiscus trionum,<i>Hibiscus</i> <i>trionum</i> L.,SPECIES,Malvaceae,6685.0,Hibiscus,3152542.0,Hibiscus trionum,3152560.0,100,EXACT,2,2,Hibiscus trionum,Hibiscus,Hibiscus,Hibiscus
Oxalis,2891642,Oxalis,<i>Oxalis</i> L.,GENUS,Oxalidaceae,6697.0,Oxalis,2891642.0,,,80,HIGHERRANK,1,1,Oxalis,Oxalis,Oxalis,Oxalis
Melilotus albus,2971095,Melilotus albus,<i>Melilotus</i> <i>albus</i> Medik.,SPECIES,Fabaceae,5386.0,Melilotus,4924408.0,Melilotus albus,2971095.0,99,EXACT,2,2,Melilotus albus,Melilotus,Melilotus,Melilotus
Melilotus officinalis,8193111,Melilotus officinalis,<i>Melilotus</i> <i>officinalis</i> (L.) Lam.,SPECIES,Fabaceae,5386.0,Melilotus,4924408.0,Melilotus officinalis,8193111.0,99,EXACT,2,2,Melilotus officinalis,Melilotus,Melilotus,Melilotus
Desmodium glutinosum,2967416,Desmodium glutinosum,<i>Desmodium</i> <i>glutinosum</i> (Muhl. ex Willd.) Alph.Wood,SPECIES,Fabaceae,5386.0,Hylodesmum,9523730.0,Hylodesmum glutinosum,3913203.0,99,EXACT,2,2,Desmodium glutinosum,Desmodium,Desmodium,Desmodium
Glycirrhiza lepidota,2965778,Glycyrrhiza lepidota,<i>Glycyrrhiza</i> <i>lepidota</i> Pursh,SPECIES,Fabaceae,5386.0,Glycyrrhiza,2965731.0,Glycyrrhiza lepidota,2965778.0,86,VARIANT,2,2,Glycyrrhiza lepidota,Glycirrhiza,Glycyrrhiza,Glycyrrhiza
Dalea candida,5353279,Dalea candida,<i>Dalea</i> <i>candida</i> Willd.,SPECIES,Fabaceae,5386.0,Dalea,2954771.0,Dalea candida,5353279.0,100,EXACT,2,2,Dalea candida,Dalea,Dalea,Dalea
Dalea purpurea,5353342,Dalea purpurea,<i>Dalea</i> <i>purpurea</i> Vent.,SPECIES,Fabaceae,5386.0,Dalea,2954771.0,Dalea purpurea,5353342.0,100,EXACT,2,2,Dalea purpurea,Dalea,Dalea,Dalea
Hedysarum alpinum,2949263,Hedysarum alpinum,<i>Hedysarum</i> <i>alpinum</i> L.,SPECIES,Fabaceae,5386.0,Hedysarum,2960767.0,Hedysarum alpinum,2949263.0,99,EXACT,2,2,Hedysarum alpinum,Hedysarum,Hedysarum,Hedysarum
Astragalus crassicarpus,5343637,Astragalus crassicarpus,<i>Astragalus</i> <i>crassicarpus</i> Nutt.,SPECIES,Fabaceae,5386.0,Astragalus,2933951.0,Astragalus crassicarpus,5343637.0,99,EXACT,2,2,Astragalus crassicarpus,Astragalus,Astragalus,Astragalus
Pediomelum esculentum,2944105,Pediomelum esculentum,<i>Pediomelum</i> <i>esculentum</i> (Pursh) Rydb.,SPECIES,Fabaceae,5386.0,Pediomelum,2959963.0,Pediomelum esculentum,2944105.0,100,EXACT,2,2,Pediomelum esculentum,Pediomelum,Pediomelum,Pediomelum
Cannabis sativa,5361880,Cannabis sativa,<i>Cannabis</i> <i>sativa</i> L.,SPECIES,Cannabaceae,2384.0,Cannabis,2984538.0,Cannabis sativa,5361880.0,100,EXACT,2,2,Cannabis sativa,Cannabis,Cannabis,Cannabis
Aralia racemosa,3036958,Aralia racemosa,<i>Aralia</i> <i>racemosa</i> L.,SPECIES,Araliaceae,8800.0,Aralia,3036858.0,Aralia racemosa,3036958.0,100,EXACT,2,2,Aralia racemosa,Aralia,Aralia,Aralia
Pediomelum cuspidatum,2944165,Pediomelum cuspidatum,<i>Pediomelum</i> <i>cuspidatum</i> (Pursh) Rydb.,SPECIES,Fabaceae,5386.0,Pediomelum,2959963.0,Pediomelum cuspidatum,2944165.0,100,EXACT,2,2,Pediomelum cuspidatum,Pediomelum,Pediomelum,Pediomelum
Aralia hispida,3037033,Aralia hispida,<i>Aralia</i> <i>hispida</i> Vent.,SPECIES,Araliaceae,8800.0,Aralia,3036858.0,Aralia hispida,3037033.0,99,EXACT,2,2,Aralia hispida,Aralia,Aralia,Aralia
Carya illinoinensis,3054289,Carya illinoinensis,<i>Carya</i> <i>illinoinensis</i> (Wangenh.) K.Koch,SPECIES,Juglandaceae,2499.0,Carya,3054287.0,Carya illinoinensis,3054289.0,100,EXACT,2,2,Carya illinoinensis,Carya,Carya,Carya
Carya aquatica,8246850,Carya aquatica,<i>Carya</i> <i>aquatica</i> (F.Michx.) Nutt.,SPECIES,Juglandaceae,2499.0,Carya,3054287.0,Carya aquatica,8246850.0,99,EXACT,2,2,Carya aquatica,Carya,Carya,Carya
